Name,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,title_and_comment,polarity_scores_PT,Sentiment_PT,English_title_comment
dataset,5dd59df9921255e70037d6ec56496fc6,25348d7abfa3893731e3836aab2f6a6c,1,Zero,"Muito bagunáado, n∆o recomendo",29/07/2018 00:00,29/07/2018 12:02,"Zero Muito bagunáado, n∆o recomendo",0,neutral,"Zero Very messy, do not recommend"
dataset,2e1d71fce98b42bf6cbdd5e06798c286,e213fe5e5d434ebe5a527624543c0ee0,1,Zero,"O produto chegou com defeito Ç o site da lannister Ç pÇssimo pra trocas, suporte pÇssimo !!!!",06/07/2018 00:00,06/07/2018 21:57,"Zero O produto chegou com defeito Ç o site da lannister Ç pÇssimo pra trocas, suporte pÇssimo !!!!",0,neutral,"Zero The product arrived defective and the lannister website is terrible for exchanges, terrible support !!!"
dataset,07df55457e11d32f632ba70fb0257406,dc141e2a2a7e6369a1cf7acf24d54068,1,Zero,Atendimento pÇssimo,27/04/2018 00:00,29/04/2018 10:58,Zero Atendimento pÇssimo,0,neutral,Zero Terrible Service
dataset,7bcca1a58ab05669026063fee682a261,141d3bf5aa7128f40bf2a60cef620b93,1,zero estrela,"o produto Ç incompativel com a impresso deskjet 2050, apesar da numeraá∆o do cartucho estar correto, Ç produto de origem duvidosa.",12/05/2018 00:00,15/05/2018 18:38,"zero estrela o produto Ç incompativel com a impresso deskjet 2050, apesar da numeraá∆o do cartucho estar correto, Ç produto de origem duvidosa.",0,neutral,"Zero Star The product is incompatible with the Deskjet 2050 print, despite the cartridge number being correct, it is a product of dubious origin."
dataset,c0c1a27e21e4bc9475d8b555a7b06f78,bd9437912c7f33aee54e576b86b3a276,1,Zero,AtÇ o momento n∆o recebi e j† estou pagando,19/08/2018 00:00,19/08/2018 21:56,Zero AtÇ o momento n∆o recebi e j† estou pagando,0,neutral,Zero So far I have not received it and I am already paying
dataset,4d1b80d7039721443a203e52398e8785,70a272d1c01754b91a8709ae7efe27be,1,Zero,uma das poltronas faltando os 04 pÇs palito,25/07/2018 00:00,25/07/2018 21:07,zero uma das poltronas faltando os 04 pÇs palito,0,neutral,zero one of the seats missing the 04 stick feet
dataset,79af41f1db82d5f2a9666779d739904d,7a7375f58149053d599aae579288fd96,1,Zero,Sem palavras,18/05/2018 00:00,20/05/2018 09:36,Zero Sem palavras,0,neutral,Zero No words
dataset,727523a50f7210958f3cb7ae91133af7,57de08bdf9af8887e90203f0a8e22cef,1,Zero,Tem mais de um màs que fiz a compra mas n∆o recebi. Quero a devoluá∆o do dinheiro,26/04/2018 00:00,03/05/2018 12:11,Zero  Tem mais de um màs que fiz a compra mas n∆o recebi. Quero a devoluá∆o do dinheiro,0,neutral,Zero It's been more than a month since I made the purchase but I didn't receive it. I want the money back
dataset,a0d08ebbad49b4bd969f6e24375f861e,cf7cd0f395801ff5971596509470129c,1,Zero,Nunca mais comprarei a essa empresa . E as lannister tambÇm perderam um cliente.,09/05/2018 00:00,11/05/2018 20:38,Zero Nunca mais comprarei a essa empresa . E as lannister tambÇm perderam um cliente.,0,neutral,Zero I will never buy from that company again. And the lannisters also lost a customer.
dataset,e5b48a584cec8406e2722967491b4627,57a7b18332c1b9b26d96e35379af3a38,1,Zero,Eu n∆o recebi meu produto,26/08/2018 00:00,26/08/2018 23:39,Zero Eu n∆o recebi meu produto,0,neutral,Zero I have not received my product
dataset,e5b48a584cec8406e2722967491b4627,bb8edfe0742a6a0279b7dff848289568,1,Zero,Eu n∆o recebi meu produto,26/08/2018 00:00,26/08/2018 23:39,Zero Eu n∆o recebi meu produto,0,neutral,Zero I have not received my product
dataset,2f9d4dfd9bab5aef77ba65e035071f3a,fab2aac6ff265cb5b66ffec77b3fd882,1,zero vou ao procom,"liguei para reclamar, foi aberto um protocolo, a lannister ficou de me ligar para dar uma posiá∆o e ate o presente momento n∆o recebi nem a explicaá∆o e nem o produto
grata pela atená∆o",05/06/2018 00:00,12/06/2018 12:00,"zero vou ao procom liguei para reclamar, foi aberto um protocolo, a lannister ficou de me ligar para dar uma posiá∆o e ate o presente momento n∆o recebi nem a explicaá∆o e nem o produto
grata pela atená∆o",0,neutral,"Zero I go to Procom I called to complain, a protocol was opened, Lannister kept calling me to give a position and so far I have not received either the explanation or the product
Grateful for the attention"
dataset,16a4b3ebcc79b6ce7f94f0e36496401d,b9174384bd0bd9634f2de4476da9d1e8,1,Zero,"N∆o recebi o produto, sendo que o valor j† foi pago!!! Totalmente insatisfeito.",18/07/2018 00:00,21/07/2018 13:37,"Zero N∆o recebi o produto, sendo que o valor j† foi pago!!! Totalmente insatisfeito.",0,neutral,"Zero I did not receive the product, and the amount has already been paid!! Totally dissatisfied."
dataset,5dbcac7e25e538545a3d4a154afdf764,9a0fd0d61c564bcbdfcfa980c35f3f91,1,Zero,"Comprei lustres que est∆o ilustrados na foto, preto e dourado,n∆o foi o que recebi, recebi preto e bege. LAMENTµVEL!! isso e enganar o consumidor.",06/05/2018 00:00,07/05/2018 15:06,"zero Comprei lustres que est∆o ilustrados na foto, preto e dourado,n∆o foi o que recebi, recebi preto e bege. LAMENTµVEL!! isso e enganar o consumidor.",0,neutral,"zero I bought chandeliers that are illustrated in the photo, black and gold, it was not what I received, I received black and beige. PITIFUL!! This is deceiving the consumer."
dataset,a773df5369a81d1169ee8c056aa4f783,cc6b4b00ee3769433a23d8d24ccdec3d,1,Zero,"BOM DIA, Jµ ê A QUARTA VEZ QUE SOLICITO A DEVOLUÄ«O DO PRODUTO E ATê O MOMENTO N«O TIVE RETORNO, POIS A MEDIDAS DA BOLSA N«O S«O AS MESMAS DECLARADAS NO ATO DA COMPRA. 
GT. KEYLA",15/05/2018 00:00,18/05/2018 12:20,"zero BOM DIA, Jµ ê A QUARTA VEZ QUE SOLICITO A DEVOLUÄ«O DO PRODUTO E ATê O MOMENTO N«O TIVE RETORNO, POIS A MEDIDAS DA BOLSA N«O S«O AS MESMAS DECLARADAS NO ATO DA COMPRA. 
GT. KEYLA",-0.0258,negative,"zero GOOD MORNING, IT IS ALREADY THE FOURTH TIME THAT I REQUEST THE RETURN OF THE PRODUCT AND SO FAR I HAVE NOT HAD A RESPONSE, BECAUSE THE MEASUREMENTS OF THE BAG ARE NOT THE SAME DECLARED AT THE TIME OF PURCHASE. 
GT. KEYLA"
dataset,c76ecf50da6714104597ba87c9d4fd3d,309d93b13e288fdf8b2f10db048f0f69,1,Zero,"Produto com defeito, n∆o funciona, sem qualidade, j† Ç a terceira vez que reclamo e nada foi feito.",25/05/2018 00:00,28/05/2018 09:52,"zero Produto com defeito, n∆o funciona, sem qualidade, j† Ç a terceira vez que reclamo e nada foi feito.",0,neutral,"zero Defective product, does not work, without quality, it is already the third time that I complain and nothing has been done."
dataset,2a21a998494879b478ea2f722f431e21,a971cf0a515e6051941bd05ff3efc0d7,5,Zenildo,Eu recomendo aos meus amigos porque fui bem atendido na compra e na entrega tudo 0k,15/08/2018 00:00,16/08/2018 15:31,Zenildo Eu recomendo aos meus amigos porque fui bem atendido na compra e na entrega tudo 0k,0,neutral,Zenildo I recommend it to my friends because I was well attended in the purchase and delivery everything 0k
dataset,f53576229f5b4a127801b2c126ccf31f,697c79c16c63d9a81a331219b49243e8,5,Excelànte,"O produto chegou atÇ antes do prazo,estou satisfeitiss°mo.Obrigado,continuem assim,tenho certeza que conquistar∆o mais e mais clientes.Muito obrigado pela atená∆o.",03/06/2018 00:00,05/06/2018 20:48,"Excelànte O produto chegou atÇ antes do prazo,estou satisfeitiss°mo.Obrigado,continuem assim,tenho certeza que conquistar∆o mais e mais clientes.Muito obrigado pela atená∆o.",0,neutral,"Your Excellency The product arrived even before the deadline, I am very satisfied. Thank you, keep it up, I'm sure you will win more and more customers. Thank you very much for your attention."
dataset,271d0a476cdaa6f4b9be6d3523cdb05e,d67b79fea59821fda4d363d337a56c3a,1,Vc paga e n∆o entregam,"Empresa simplesmente n∆o entregou o produto, nao consigo cancelar a compra e foi cobrado... Exijo soluáao imediata e extorno dos valores.",22/08/2018 00:00,22/08/2018 14:41,"Vc paga e n∆o entregam Empresa simplesmente n∆o entregou o produto, nao consigo cancelar a compra e foi cobrado... Exijo soluáao imediata e extorno dos valores.",0,neutral,"You pay and they don't deliver Company simply didn't deliver the product, I can't cancel the purchase and it was charged... I demand an immediate solution and extortion of the values."
dataset,ecd30ad71b1a6be967f483f490915fb1,a5a854651cfe0d8da9f1669266fd4063,1,Vocà paga 2 e recebe 1,"ROUBO! Na nota fiscal s∆o 2 unidades mas no embrulho vem apenas UMA.
Querem cobrar sem entregar?",15/05/2018 00:00,16/05/2018 01:04,"Vocà paga 2 e recebe 1 ROUBO! Na nota fiscal s∆o 2 unidades mas no embrulho vem apenas UMA.
Querem cobrar sem entregar?",-0.3595,negative,"You pay 2 and get 1 STEAL! On the invoice there are 2 units but in the package only comes ONE.
Do you want to charge without delivering?"
dataset,f238b2f2738a38e3058911efccd46f9c,d4dcec44106e7301b362ee4b771b7ff3,1,Vcs precisam melhorar,"O pedido se tratava de 5 frascos de oleo de linhaáa, veio 1oleo de coco. Se n∆o tinha os 5, n∆o deveria vender.Estou a 2 dias tentando contato com por e_mail e ninguem responde. Por telefone e imposs",31/08/2018 00:00,01/09/2018 00:09,"Vcs precisam melhorar O pedido se tratava de 5 frascos de oleo de linhaáa, veio 1oleo de coco. Se n∆o tinha os 5, n∆o deveria vender.Estou a 2 dias tentando contato com por e_mail e ninguem responde. Por telefone e imposs",0,neutral,"You need to improve The order was for 5 bottles of flaxseed oil, 1 coconut oil came. If I didn't have the 5, I shouldn't sell. I've been trying to contact you for 2 days by e_mail and no one answers. By phone and imposs"
dataset,bc70ffd3352c5c31ae8c07a12c49e9d5,fe131be5a96c0e5194cfe0c33e5b1bb7,1,N∆o recebe minha encomend,"Ainda vou và se chega a tempo marcado
Aguardando minha encomenda",28/08/2018 00:00,28/08/2018 21:10,"N∆o recebe minha encomend Ainda vou và se chega a tempo marcado
Aguardando minha encomenda",0,neutral,"You don't receive my order I'll still see if it arrives on time
Waiting for my order"
dataset,eb060cbe33d1c65b61b1afb9a1f1f514,a2aa0f43175b887d8c74e0c15811e9c5,2,n∆o entrega,vc paga e n∆o recebe,04/05/2018 00:00,07/05/2018 15:11,n∆o entrega vc paga e n∆o recebe,0,neutral,you don't deliver you pay and don't receive
dataset,73dbc0fa76cf30cac782f9278c66fef0,1190543041e25468b0370ddae215f01d,5,Pìde confiar,"ParabÇns para loja pela rapidez,eu recomendo muito",26/04/2018 00:00,26/04/2018 15:20,"Pìde confiar ParabÇns para loja pela rapidez,eu recomendo muito",0,neutral,"You could trust Congratulations to the store for the speed, I highly recommend it"
dataset,e362b005b08fd777cb2e29d8be450cce,48ae7c42ef48317f964c51175915407e,5,Pode confiar,Voltaria a comprar,08/06/2018 00:00,10/06/2018 09:54,Pode confiar Voltaria a comprar,0,neutral,You can trust I would buy again
dataset,b9370b76459f77bde2b75e8bbdf3f99f,305f4f2afe70d838e381fb7a3c973838,5,PODEM COMPRAR!,"ERA PRA CHEGAR DIA 05/07, CHEGOU DIA 01/07, DOMINGO.",02/07/2018 00:00,02/07/2018 21:58,"PODEM COMPRAR! ERA PRA CHEGAR DIA 05/07, CHEGOU DIA 01/07, DOMINGO.",0,neutral,"YOU CAN BUY IT! IT WAS SUPPOSED TO ARRIVE ON 05/07, ARRIVED ON 01/07, SUNDAY."
dataset,c708ef8764f0498a0f3c4e3ab6fb9a56,f5a0b554d20023f663b07f492f4cef11,4,chegou certinho,,04/05/2018 00:00,07/05/2018 14:12,Chegou certinho,0,neutral,You arrived just right
dataset,989fcb4c56c61c197e4a3b502ac9b7c4,02546acbfd2949a1f63c44ad04978ea1,5,Vcs sao 10,Parabens..,26/07/2018 00:00,26/07/2018 22:48,Vcs sao 10 Parabens..,0,neutral,You are 10 Congratulations..
dataset,777a72a98ef326678bf6695994a5ebfc,bf06a474d6806d10fdf9cdc8c428b993,5,"Sim, recebido",Deu tudo certo!,13/07/2018 00:00,13/07/2018 21:04,"Sim, recebido Deu tudo certo!",0,neutral,"Yes, received Everything went well!"
dataset,1c6d3ceded3df2081b1e11d3c3668489,c94047ec162181b78322184f7a9aee43,5,Sim recomendo a loja,produto chegou intacto,23/06/2018 00:00,24/06/2018 02:57,Sim recomendo a loja produto chegou intacto,0,neutral,"Yes, I recommend the store, the product arrived intact"
dataset,ae02944324cac012e5cc5782cd20071c,6cfff87e38aec01ac371bafe086e3f56,5,"Sim, recomendo.",,19/06/2018 00:00,20/06/2018 13:02,"Sim, recomendo.",0,neutral,"Yes, I recommend it."
dataset,22d1afdb23c3b833d4d223b144875a9e,8999cbe9107b9b5f08d0901aa10dbb67,5,"sim, recomendo, no prazo.",,07/06/2018 00:00,08/06/2018 21:09,"sim, recomendo, no prazo.",-0.296,negative,"Yes, I recommend it, on time."
dataset,6e61e3a9480f74d98c36e91b104a0540,c7a8ef5e5c0cbcfc28c0b4a4959a2daa,5,"Sim, recomendo!",Comprei para dar de presente e a pessoa gostou muito,30/06/2018 00:00,16/07/2018 23:11,"Sim, recomendo! Comprei para dar de presente e a pessoa gostou muito",0,neutral,"Yes, I recommend it! I bought it to give as a gift and the person liked it a lot"
dataset,3e9238a602dd45100a4bc0bb8a672021,341aa5f2e049abdcf01324107401e6d8,3,sim recomendo,"produto bem simples, n∆o muito resistente pelo visto, mas pelo preáo vale a pena.",07/08/2018 00:00,08/08/2018 14:35,"sim recomendo produto bem simples, n∆o muito resistente pelo visto, mas pelo preáo vale a pena.",0,neutral,"Yes, I recommend a very simple product, not very resistant apparently, but for the price it is worth it."
dataset,253c1413b2b550b3799ee9b7f53ed20f,0b16257b1b7ee0922ea03954f2cae85a,3,"sim, recomendo ***",Quando da compra me foi dito que o produto seria entregue atÇ o dia 10/08/2018 E atÇ o momento n∆o foi entregue...,12/08/2018 00:00,12/08/2018 11:46,"sim, recomendo *** Quando da compra me foi dito que o produto seria entregue atÇ o dia 10/08/2018 E atÇ o momento n∆o foi entregue...",0,neutral,"Yes, I recommend *** When buying it was told that the product would be delivered by 10/08/2018 And so far it has not been delivered..."
dataset,9999e8dc634eb542f56d15f86bbd7a11,49d6c0bdfef33c709ed283eb19d8b3d0,5,Sim super recomendo,Fiquei muito satisfeita.,22/08/2018 00:00,22/08/2018 23:12,Sim super recomendo Fiquei muito satisfeita.,0.5994,positive,"Yes, I highly recommend it, I was very satisfied."
dataset,fc6ab7424bc947a11ab8e1126339e274,1c2fa2bcaa76535eee600e20477b4abf,5,Sim!,Muito bom.,26/04/2018 00:00,26/04/2018 16:49,Sim! Muito bom.,0,neutral,Yes! Very good.
dataset,c4b98c6923086d01090db5453621678c,7a4caa019e7bb13e8a2c00696be65ec5,5,sim,Sim,21/06/2018 00:00,22/06/2018 13:55,sim sim,0,neutral,Yes Yes
dataset,7f0f5f70c475feae9807399679efae84,8d32360fedf5e2db2c001122d2fbf799,5,Sim muito bom,ParabÇns pelo serviáo prestado,05/05/2018 00:00,07/05/2018 10:14,Sim muito bom  ParabÇns pelo serviáo prestado,0,neutral,Yes very good Congratulations for the service provided
dataset,8e4d827b1912b0a9721487a78a9f31fc,0132f39e8ad9b42ad2d41c847f44c0ed,5,sim,Muito bom,07/07/2018 00:00,08/07/2018 01:41,sim muito bom,0,neutral,yes very good
dataset,c07f1d21f0f88c4df1e09a299beb5639,99a18b057d4dd4778d6f3a33ba498777,5,sim,Muito bom,08/08/2018 00:00,10/08/2018 23:30,sim muito bom,0,neutral,yes very good
dataset,a5f727ca0ce25cc8ad0872e3ecbb5e68,84f40c055bf1ed329fcf2f4ec4e9e9df,3,sim,"O Produto n∆o veio na cor escolhida (Estetosc¢pio Littmann Cardiology IV Burgundy 6153), e sim entregaram um cor vinho...o que faáo agora
presente para o dia dos pai",10/08/2018 00:00,10/08/2018 22:48,"sim O Produto n∆o veio na cor escolhida (Estetosc¢pio Littmann Cardiology IV Burgundy 6153), e sim entregaram um cor vinho...o que faáo agora
presente para o dia dos pai",0,neutral,"yes The product did not come in the chosen color (Littmann Cardiology IV Burgundy 6153 Stethoscope), but delivered a burgundy color... What do I do now
Father's Day gift"
dataset,4e6e4fdbc34f24b21f2b66025ee7af71,4dd4745f66dc08de8b825edf6155ce4b,4,sim,Satisfeita,24/04/2018 00:00,27/04/2018 11:18,SIM satisfeita,0,neutral,YES satisfied
dataset,552af3b8943cd80f8441298b78c46b07,e441fe4a9a90a9174dcecd88671cd3c3,5,sim,recebido antes do prazo,27/06/2018 00:00,30/06/2018 11:22,sim recebido antes do prazo,0,neutral,Yes received before the deadline
dataset,492c20d080df77bc374228a3efa9aa15,2f54db7250b3463f57049dc32ce4ff93,5,Sim eu recomendo,??????,04/07/2018 00:00,06/07/2018 20:30,Sim eu recomendo  ??????,0,neutral,Yes I recommend ??????
dataset,3426277419bb6d32a2885bdc3eea8abf,28100e608903eb27aa01604f626bd8c6,5,sim recomendo,SIM EU RECOMENDO A LOJA PORQUE ELA CUMPRE O QUE PROMETE,28/08/2018 00:00,29/08/2018 21:50,sim recomendO SIM EU RECOMENDO A LOJA PORQUE ELA CUMPRE O QUE PROMETE,0,neutral,yes I recommend YES I RECOMMEND THE STORE BECAUSE IT DELIVERS WHAT IT PROMISES
dataset,a2937161bd6607b827771b6e47e9156e,00cee8a4dbb042385cbbd84699e78b2e,5,Sim recomendo a loja,recebi o produto intacto,26/07/2018 00:00,26/07/2018 22:18,Sim recomendo a loja recebi o produto intacto,0,neutral,Yes I recommend the store I received the product intact
dataset,aaa8004def95e0ab0724afd2adbbe466,3e238891b4618a7a2224ea32becc04d2,5,sim recomendo,a entrega foi super r†pida antes da data prevista,28/07/2018 00:00,29/07/2018 18:47,sim recomendo a entrega foi super r†pida antes da data prevista,0.5994,positive,Yes I recommend the delivery was super fast before the scheduled date
dataset,01061427ffe39fae4d6a72e8e479bdb5,49ac83265a3a9d7d492eb5e1909b485a,3,Sim recomendo a todos,,03/08/2018 00:00,03/08/2018 18:01,Sim recomendo a todos,0,neutral,Yes I recommend it to everyone
dataset,7b364d32fa78263f2b85e41bf4f1a971,d35f8dc1aab5eb262bfb16db16fccfa5,4,sim recomendo,,30/08/2018 00:00,01/09/2018 22:53,sim recomendo,0,neutral,yes I recommend
dataset,6c0a3719015e091b90882e071fb126d4,742cbcd370fd2e637bf3f2570ac5ed2a,4,sim,Acho que n∆o recebi por causa da greve dos caminhoneiros.,01/06/2018 00:00,05/06/2018 14:15,Sim Acho que n∆o recebi por causa da greve dos caminhoneiros.,0,neutral,Yes I don't think I received it because of the truckers' strike.
dataset,f6614ce9369e5ecd255c43526cd4d17d,1de6e7f62ac6216f4c6b407eaa28d6e8,5,sim,otimo,06/06/2018 00:00,09/06/2018 13:20,sim Otimo,0,neutral,yes Great
dataset,2e012e3ab9fb8ecac39e75e8898b549c,b5796047f40aa1f6a7b80f8a8e35fcbf,3,sim,"Boa tarde, motivo Ç o seguinte
O meu pedido era uma m†quina de costura Galoneira 3 agulhas foi entregue uma m†quina de costura Galoneira 2 agulhas e n∆o consegui falar com o fornecedor",26/08/2018 00:00,30/08/2018 16:36,"Sim Boa tarde, motivo Ç o seguinte
O meu pedido era uma m†quina de costura Galoneira 3 agulhas foi entregue uma m†quina de costura Galoneira 2 agulhas e n∆o consegui falar com o fornecedor",0,neutral,"Yes Good afternoon, the reason is the following
My order was a Galoneira 3 needles sewing machine was delivered a Galoneira 2 needles sewing machine and I couldn't talk to the supplier"
dataset,6bb4056c14f01cbc2d844363e10202c5,fa6e801a54147fb8ada766a1f407a80f,4,sim,bom,08/08/2018 00:00,08/08/2018 19:06,sim bom,0,neutral,yes good
dataset,6fb1715795328cdf252138caab988d20,ed869c0c89353ad056e1e883e4be35bd,3,sim,Faltou 1 lumin†ria. Estou aguardando o envio.,16/08/2018 00:00,18/08/2018 12:40,Sim Faltou 1 lumin†ria. Estou aguardando o envio.,0,neutral,Yes 1 lamp is missing. I'm waiting for it to be sent.
dataset,ae421ec4dee949d66d0b34e9cfdc1903,6069d670a99ff4a072176b1061fb5bdc,4,sim,,07/06/2018 00:00,10/06/2018 17:26,sim,0,neutral,yes
dataset,18314806b9cd4c3bb04b7227559587c9,790e5c5eb160ea3d606d62c2187b3e6b,5,xxxxxxxxxxx,Tudo certo,29/08/2018 00:00,29/08/2018 23:20,xxxxxxxxxxx tudo certo,0,neutral,xxxxxx everything alright
dataset,080635c26134af00b58dbf6ecaa18a4d,a864be64d69bd7d14232006b22b17f96,3,XXXX,AINDA N«O RECEBI,28/07/2018 00:00,29/07/2018 23:04,XXXX AINDA N«O RECEBI,0,neutral,XXXX I STILL HAVEN'T RECEIVED
dataset,a1225b4f63ed96c642956130d5e2243b,7f92333dc738eb56ca3d3c8b53fa2eda,4,Xxx,xxx,12/05/2018 00:00,15/05/2018 20:56,xxx xxx,0,neutral,xxx xxx
dataset,af3d2087c223d8a5d46773a54c09e30b,a4cae3a44a6aeebd2b30ccf5cf828d89,2,Xxx,"N∆o recebi, n∆o posso avaliar.",22/05/2018 00:00,22/05/2018 19:02,"xxx N∆o recebi, n∆o posso avaliar.",0,neutral,"xxx I didn't receive it, I can't evaluate it."
dataset,c5ddd339c7d3ecf56224d2a5cc53ab9f,d7263798d682bd681fe67074ff6062df,5,Xxx,,26/06/2018 00:00,27/06/2018 01:17,Xxx,0,neutral,Xxx
dataset,12f3b7e501e99b4e6e4f3756925b5808,0fdb6f73fab7005c84d4a43d8a93682b,2,Xxc,Xxxc,28/06/2018 00:00,28/06/2018 23:41,Xxc Xxxc,0,neutral,Xxc Xxxc
dataset,45b2ed2edcd0290b079318d568578f04,2d30bcdaaf18c2598140aa6f7f230216,4,xx,xx,14/06/2018 00:00,18/06/2018 11:31,xx xx,0,neutral,xx xx
dataset,b1bcc5db3418b49a915e576111f169e1,2c1a279890c82005e7d51b4717cc0080,4,X,X,22/05/2018 00:00,22/05/2018 20:49,X X,0,neutral,X X
dataset,9eab0bc236ba1fa442c2ca289cc069b3,8081c44895cefcfebc13faec5c9ed8bf,2,Rel¢gios errados,Os rel¢gios veio com modelos diferentes do que tinha comprado pelo site. S¢ n∆o vou devolve los pelo fato de ter que usar na minha viagem.,02/08/2018 00:00,03/08/2018 16:27,Rel¢gios errados  Os rel¢gios veio com modelos diferentes do que tinha comprado pelo site. S¢ n∆o vou devolve los pelo fato de ter que usar na minha viagem.,0,neutral,Wrong watches The watches came with different models from what I had bought on the site. I just won't return them because I have to use them on my trip.
dataset,0d6a1a1b9c0f6654927cd770ad20c462,fd4109dbc7f1afb126fbcac13ec4f5b8,1,Rel¢gio errado,"Comprei um produto,me mandaram um outro produto que n∆o tem nada a ver com o qual foi pago.",04/07/2018 00:00,06/07/2018 03:19,"Rel¢gio errado Comprei um produto,me mandaram um outro produto que n∆o tem nada a ver com o qual foi pago.",0,neutral,"Wrong watch I bought a product, they sent me another product that has nothing to do with which it was paid."
dataset,527afa9159b9b755a60933e8f41bc34a,9c020760091717505c5fae8c935f047c,1,Relogio Errado Marca Euro,"Fiquei muito triste pq pedi um rel¢gio, n∆o tinha cancelei meu pedido e mesmo assim mandaram outro.Detalhe j† tinha dito que n∆o queria outro modelo,resumindo pedi extorno de cart∆o.",15/05/2018 00:00,16/05/2018 18:12,"Relogio Errado Marca Euro Fiquei muito triste pq pedi um rel¢gio, n∆o tinha cancelei meu pedido e mesmo assim mandaram outro.Detalhe j† tinha dito que n∆o queria outro modelo,resumindo pedi extorno de cart∆o.",0,neutral,"Wrong Watch Euro Brand I was very sad because I ordered a watch, I didn't have it, I canceled my order and they still sent another one. Detail had already said that I did not want another model, in short I asked for a card extortion."
dataset,af16f22d69b1898ad689d1b9f54f0ebf,0cb87161e7b8247087cc93117f44a6a6,1,voltagem errada,"No an£ncio n∆o informa a voltagem do produto,",24/06/2018 00:00,24/06/2018 11:41,"voltagem errada No an£ncio n∆o informa a voltagem do produto,",-0.296,negative,"wrong voltage The ad does not inform the product's voltage,"
dataset,f01d1292f0cdd12b184e7e0c49528da2,cc38d740da287b3c64f4d1f3d4ee4f86,2,Veio errado,Comprei bege e veio preto com desenho diferente,01/08/2018 00:00,01/08/2018 16:15,Veio errado Comprei bege e veio preto com desenho diferente,0,neutral,Wrong vein I bought beige and black vein with different design
